iter	Logloss
685	0.220092965
686	0.2198169441
687	0.2195987914
688	0.2193277465
689	0.2189912802
690	0.2188431867
691	0.2186400362
692	0.2183892555
693	0.2182005617
694	0.218046844
695	0.2178961173
696	0.2176761826
697	0.2174781929
698	0.2172986034
699	0.2170140012
700	0.2168123736
701	0.2166481835
702	0.2164461412
703	0.2162255597
704	0.2160678295
705	0.2158289871
706	0.2157525788
707	0.2156124881
708	0.2154962495
709	0.2152244053
710	0.2149918638
711	0.2148141614
712	0.214670008
713	0.2144935534
714	0.2142185446
715	0.2139832736
716	0.213820209
717	0.2136745103
718	0.2134733501
719	0.2132422661
720	0.2130624538
721	0.2129050669
722	0.2126301291
723	0.2122644737
724	0.212070394
725	0.211920342
726	0.2117331833
727	0.2116509384
728	0.2114001485
729	0.2112096343
730	0.2108752611
731	0.2106974338
732	0.210334341
733	0.2101846262
734	0.2099180443
735	0.2098018016
736	0.2095842698
737	0.2093473672
738	0.2091817862
739	0.2090583121
740	0.2088737878
741	0.208761559
742	0.2084888153
743	0.2082961906
744	0.2081155274
745	0.2078945371
746	0.207778842
747	0.2075595654
748	0.2074760282
749	0.2072636008
750	0.2069313534
751	0.2066776971
752	0.2065051394
753	0.2063511309
754	0.2061339706
755	0.2059955273
756	0.2058981108
757	0.205747993
758	0.2054564809
759	0.2052971261
760	0.2052139947
761	0.2050458617
762	0.2047714968
763	0.2045421787
764	0.2042446443
765	0.2040561547
766	0.2039017623
767	0.2037831853
768	0.2036018017
769	0.2034967825
770	0.2033034706
771	0.2030906341
772	0.2029037103
773	0.2024420835
774	0.2022973277
775	0.2020744489
776	0.2018597475
777	0.2016723195
778	0.2015168837
779	0.2014318623
780	0.2012389173
781	0.2011398069
782	0.2010011096
783	0.2009236352
784	0.200679631
785	0.2005675652
786	0.2003751076
787	0.2001431247
788	0.1999347713
789	0.1997137762
790	0.1995053665
791	0.1993737458
792	0.1991299407
793	0.1989224506
794	0.1987194911
795	0.1985507606
796	0.1983159706
797	0.1981561795
798	0.1979421866
799	0.1976581541
800	0.1975429337
801	0.1973989368
802	0.1971793744
803	0.1970703045
804	0.1968306941
805	0.1965690709
806	0.1962930041
807	0.196096002
808	0.1958433663
809	0.1956394379
810	0.1955015489
811	0.1953357929
812	0.1951959065
813	0.1950670831
814	0.1949189031
815	0.1947681678
816	0.1946122232
817	0.1943411507
818	0.1941546224
819	0.1940080361
820	0.1937839862
821	0.1936454202
822	0.193455365
823	0.1932325911
824	0.1931509439
825	0.1929629884
826	0.1927511213
827	0.1924815908
828	0.1922592754
829	0.1920695084
830	0.1919298761
831	0.1916639701
832	0.1915557676
833	0.191416803
834	0.1912388261
835	0.191149558
836	0.1910067217
837	0.1908478041
838	0.1907872869
839	0.1906669377
840	0.1904666019
841	0.1902619021
842	0.1900891444
843	0.1898406979
844	0.1896728151
845	0.1894973266
846	0.1893627858
847	0.189273457
848	0.1890327033
849	0.1888852215
850	0.1886528335
851	0.1884377606
852	0.1882903603
853	0.1881361997
854	0.1880023563
855	0.1878531432
856	0.1876428355
857	0.1875624339
858	0.1874836943
859	0.1872933961
860	0.187127393
861	0.1868926569
862	0.1866754252
863	0.1865678748
864	0.1863035888
865	0.1861846521
866	0.1859659716
867	0.1857758828
868	0.1856074311
869	0.1855441458
870	0.1853178044
871	0.1850957991
872	0.1848690287
873	0.1847015556
874	0.1845502091
875	0.1842957712
876	0.1841144175
877	0.1840272586
878	0.1839326706
879	0.1837484981
880	0.1836242648
881	0.1834043115
882	0.1832089252
883	0.1830929694
884	0.1828388011
885	0.1827677034
886	0.1825170366
887	0.1822734019
888	0.1822007892
889	0.1820919104
890	0.1819046319
891	0.1816191863
892	0.181528089
893	0.1813189113
894	0.1811410961
895	0.1809860244
896	0.1807358918
897	0.1805471442
898	0.1804093157
899	0.1803047874
900	0.1801775335
901	0.1800294722
902	0.1798684298
903	0.1796803693
904	0.1795150447
905	0.1793961169
906	0.1792665905
907	0.1790929289
908	0.17890547
909	0.1787569664
910	0.1785433565
911	0.178306517
912	0.1780467792
913	0.1779159776
914	0.1777252929
915	0.1776080916
916	0.1775690655
917	0.1774816025
918	0.1772845747
919	0.1770890433
920	0.1768755243
921	0.1766286309
922	0.1765350312
923	0.1763598917
924	0.1761782176
925	0.1759494252
926	0.1757923222
927	0.1755660216
928	0.175467046
929	0.1753543427
930	0.1750384477
931	0.1748850118
932	0.1747910375
933	0.1746849638
934	0.1745453475
935	0.1744236448
936	0.1742994219
937	0.1741867809
938	0.1739572619
939	0.1737213876
940	0.1736119864
941	0.1734784414
942	0.1731917445
943	0.1731333228
944	0.1730520626
945	0.1729205966
946	0.1728125328
947	0.1726933252
948	0.1725342303
949	0.1724536698
950	0.172256635
951	0.1721218836
952	0.1719965449
953	0.1717979675
954	0.1716918154
955	0.1714712507
956	0.1712247166
957	0.1710047914
958	0.1708436559
959	0.1707847712
960	0.1706495982
961	0.1705346187
962	0.1704707799
963	0.1703535254
964	0.1701407755
965	0.1700739463
966	0.1699555214
967	0.1697862977
968	0.1696704206
969	0.1694685268
970	0.1693663045
971	0.1692052549
972	0.169041277
973	0.1689575533
974	0.1687570059
975	0.1685683364
976	0.1683436697
977	0.1681500897
978	0.16803713
979	0.1678635126
980	0.1678498587
981	0.1677564957
982	0.1677260962
983	0.1676276783
984	0.1676048003
985	0.1675039661
986	0.1673660246
987	0.1671580493
988	0.1670865387
989	0.1668676964
990	0.1667364342
991	0.1666011613
992	0.1663364873
993	0.1661598542
994	0.1660770437
995	0.1658929374
996	0.1658572563
997	0.1657735462
998	0.1656552702
999	0.1655076873
